symbol,sector,risk_rating,risk_score,volatility,max_drawdown,volume_decline,beta,sharpe_ratio,rsi,price_change_1m,price_change_3m,price_change_6m
SPCE,Industrial,RED,6,0.44403026502114934,-0.49440255883024903,0.1643481630849048,-1.1113993813075975,-1.1379000977106415,22.55876321186308,-0.2005819889728405,-0.4517156862745098,-0.48891935115375823
TSLA,Consumer Discretionary,RED,4,0.38313261754324995,-0.45584146179988516,-0.03695393495839568,-0.9192324694289506,-0.8893349439763178,26.546080964685615,0.017621487346685377,-0.2682668155177226,-0.3720540333397202
SNAP,Technology,RED,3,0.44185757910868345,-0.42742582197273477,-0.03576438115282654,-0.35156488767843574,-0.5621721390792633,29.18215613382897,-0.060459492140266025,-0.2047082906857728,-0.09016393442622947
AMC,Consumer Discretionary,RED,3,0.4682376467376372,-0.38591573968643256,-0.018714861681329548,-0.48078108482208953,-0.5682063534486239,44.834650278021655,-0.0014826712794218143,-0.06328600405679521,-0.03492954382612846
SHOP,Technology,RED,2,0.6052438428247566,-0.4009349435138293,0.04130615596568471,-0.1640089257993671,0.9667596134371276,64.19863459037711,0.1551515151515151,0.302017198424817,0.668142504118616
RIVN,Consumer Discretionary,RED,2,0.5360656159740517,-0.4221076746849943,-0.011036002842040255,-0.6927221921604109,1.1968449759499475,74.14736351996277,0.30182296560796834,0.5112904985273261,0.9598245862215306
BLNK,Energy,RED,2,0.5892923956999955,-0.28528354401020534,0.1831385493618658,1.1482450158384705,1.3904206565963078,72.20688385790541,0.11073695117212812,0.19210453155407295,0.0017521317603084415
GME,Consumer Discretionary,RED,2,0.5032071446243318,-0.3149057091190906,-0.03243281074472547,2.747605804244703,1.382742046221674,38.13694267515923,-0.06585540443808159,-0.10201273008773439,0.28476495200590696
CRM,Technology,RED,2,0.29985456218489653,-0.3341098330659917,0.0013826309822799004,0.6506100459421084,-0.7314677707492743,47.13135333575546,0.05426611346177537,-0.044700028215296866,-0.03866755967498104
BA,Industrial,RED,2,0.4085496805632758,-0.2593536492788201,-0.011669075390925099,-0.7715166072809195,1.2979731884076138,41.92731416993795,-0.021106390671608008,-0.07066849738264824,0.21713964596796861
SBUX,Consumer Discretionary,RED,2,0.35571083936579445,-0.31308723774570757,-0.0009109330147774358,1.103650098700555,-0.2351248485708843,41.43937483682517,0.025302794100011985,-0.0883743742569718,0.03435510681077467
AAPL,Technology,RED,1,0.33320014816161153,-0.2621509864799709,-0.2186210596201544,-0.296910434733113,0.561577971581701,70.67777224568525,0.011704376419008771,0.209770848009811,0.23788695642178104
PG,Consumer Staples,GREEN,1,0.16931295322343037,-0.148717161291056,-0.024608350688936725,-0.12557850939320783,-0.5880338505707972,46.00770925110132,-0.001967213114754173,-0.03853442830069503,-0.0483354311221826
NVDA,Technology,GREEN,1,0.41791559219575514,-0.19041170097508095,0.20139314223222748,1.2085166184361509,2.5241020579106372,75.5481543158479,0.11929328621908124,0.16438759006028514,0.23348909657320863
UBER,Technology,GREEN,1,0.36542181662733236,-0.18635104507680658,-0.2215601660834936,0.24805271853516958,0.7964427625368024,52.34239444765759,-0.06338242762823777,0.010077774126410203,0.18598070739549832
MSFT,Technology,GREEN,0,0.22272208296747015,-0.19387012559592842,-0.1588833674480346,0.1763861684109773,1.1374356236647378,56.05490798070673,0.017753098971571547,0.014963368584920124,0.33304036868474235
JNJ,Healthcare,GREEN,0,0.16405216471486453,-0.09376319864845822,-0.023053048465698847,0.15999299004837372,1.6283246971916419,89.00099434147937,0.07361860775694168,0.15484942185702466,0.26801569410945136
V,Financial Services,GREEN,0,0.21190948284588698,-0.13669341988199538,-0.10939326464697863,-0.04047188690902459,0.5855999260521485,48.21890236496452,0.02368319649050007,-0.031018572424599926,0.03391787094827305
WMT,Consumer Staples,GREEN,0,0.25803621512098707,-0.19821851730980208,-0.1226448896968396,-0.2558021779714136,1.0820257709496222,69.38022564722473,0.03858084528887169,0.10179295876760434,0.13211414973620278
XOM,Energy,GREEN,0,0.24512658370276189,-0.14532194738245785,-0.1869974924562744,0.1962355052963044,-0.007862761001059572,60.39228324464253,-0.021412728203378306,0.048699479169999706,0.07609898872399103
SQ,Financial Services,GREEN,0,0.2550505256446024,-0.18407534246575324,0.18517702029630612,-0.16994957764558388,0.6580607737603874,70.52203065134101,0.0714603146386987,0.2314843191337215,0.08927441944519739
