symbol,sector,risk_rating,risk_score,volatility,max_drawdown,volume_decline,beta,sharpe_ratio,rsi,price_change_1m,price_change_3m,price_change_6m
TDUP,Consumer Discretionary,RED,3,0.6062444987274866,-0.20825688073394513,0.012967915176531784,1.0,-2.445391806534135,49.203096539162104,-0.0819243490053368,0.0,0.0
OKLO,Energy,RED,2,1.3875871483275841,-0.2301773274224193,0.007824868983650477,1.0,6.0210147632069235,70.5893078677329,0.8607090413257814,0.0,0.0
QUBT,Technology,RED,2,1.5492136529952185,-0.23883608538058798,0.05414350871568106,1.0,2.7324553578754784,52.05102672443954,0.2955412727520903,0.0,0.0
AEVA,Technology,RED,2,1.0456557813758431,-0.21890277023356863,0.017429046104322016,1.0,1.7473931541555257,57.285067873303184,0.18688524590163944,0.0,0.0
CTRX,Healthcare,RED,1,0.15233311709225428,-0.2114518122732167,0.07775536034463258,0.010286292556526806,-0.19746059145947178,58.97435897435893,0.03856170329419289,0.10098808485905257,0.09811594202898552
USAS,Materials,GREEN,1,0.6169600196628127,-0.04398148148148169,0.0398793432390004,1.0,8.185457737933127,85.26315789473684,0.5649122807017544,0.0,0.0
SERV,Technology,GREEN,1,1.495626564463678,-0.1852112676056336,0.04532372099205042,1.0,3.011647955670011,60.90965764455296,0.36432457614428554,0.0,0.0
GOOGL,Technology,GREEN,1,0.2066388227105855,-0.07704051673517297,-0.04227800757741082,1.0,-1.7154432561741875,47.12378017462762,-0.022890127388535034,0.0,0.0
AMZN,Consumer Discretionary,GREEN,1,0.2658798762868549,-0.08017917468462747,0.027669868224009176,1.0,-2.8636709924863815,45.54799549659796,-0.07213983322642721,0.0,0.0
META,Technology,GREEN,1,0.22654251691565624,-0.09655804070643322,0.015127239721107936,1.0,-3.872823248938438,31.401538940115145,-0.0893230683993758,0.0,0.0
TSM,Technology,GREEN,1,0.44422758700270265,-0.06709436154566828,0.03567496913853195,1.0,3.8177029147199733,58.058088562788626,0.12840909090909083,0.0,0.0
JPM,Financial Services,GREEN,1,0.20454328459447227,-0.04655070369780883,0.015361046437609981,1.0,-0.9603115299077677,39.169262859214086,-0.019386966695490646,0.0,0.0
IKT,Healthcare,GREEN,1,0.625361679486583,-0.12790697674418594,0.026303693992442354,1.0,0.40185726701004143,41.269841269841265,0.032051282051282076,0.0,0.0
EVGO,Energy,GREEN,1,0.6625228034127293,-0.14820450997055268,0.007989689019959875,1.0,1.60094106612243,47.76754385964912,0.04267573696145128,0.0,0.0
AAPL,Technology,GREEN,0,0.2491941936323324,-0.04975798644724098,0.004619804793205377,1.0,2.2445843335791715,42.119118130964104,0.03972090286242704,0.0,0.0
MSFT,Technology,GREEN,0,0.1452467358282715,-0.029576930373743225,0.007630435909196118,1.0,-0.42784048972787936,53.14508177212605,0.006073667711598791,0.0,0.0
NVDA,Technology,GREEN,0,0.35860701836057823,-0.06061799960393925,0.021783644777889893,1.0,0.8487012068090606,55.01669877970456,0.03457418717231828,0.0,0.0
IBM,Technology,GREEN,0,0.27943905509701805,-0.06158706433861,0.030266915772079326,1.0,3.2836445387881175,57.694409032963016,0.07398336054739123,0.0,0.0
JNJ,Healthcare,GREEN,0,0.12326260501179273,-0.014728288471305353,0.028726432297276994,1.0,7.099072659941474,88.8885923237068,0.08296497789867384,0.0,0.0
ATRO,Industrial,GREEN,0,0.32888195655869185,-0.05371900826446292,0.0225934640416266,1.0,6.375524312038202,63.46022827310097,0.16492793240556652,0.0,0.0
