symbol,sector,risk_rating,risk_score,volatility,max_drawdown,volume_decline,beta,sharpe_ratio,rsi,price_change_1m,price_change_3m,price_change_6m
BYND,Consumer Staples,RED,5,0.37488991315798403,-0.5068906115417742,-0.08729750164671804,-0.14182342960667488,-1.8051677113643585,30.790006752194486,-0.10418685791820119,-0.30035576413594733,-0.12247223013386492
FHTX,Healthcare,RED,4,0.39761640353902605,-0.2577711989849861,-0.013263380905755245,0.20113568454969377,-0.3818230256316795,44.58744458744458,-0.15319662243667068,-0.11296436694465502,-0.16666666666666669
DOCU,Technology,RED,3,0.5509510964534321,-0.3650808486774464,0.11682064829688929,0.49732068984581107,0.004778298291415853,40.39677349029867,-0.13444553483807647,-0.11656441717791413,-0.14792899408284024
SNAP,Technology,RED,3,0.44185757910868345,-0.42742582197273477,-0.03576438115282654,1.4527088169336113,-0.5621721390792633,29.18215613382897,-0.060459492140266025,-0.2047082906857728,-0.09016393442622947
UNH,Healthcare,RED,3,0.5423718522731055,-0.6043491118711459,-0.44609254186728897,0.5647529577828273,-0.6690913952351488,69.34294976373178,0.050598697977214675,0.29433719866889047,-0.12478597217057141
WKHS,Consumer Discretionary,RED,3,0.4170719315856898,-0.37130598274116533,-0.2526462588220259,0.058889081561501216,-0.5940701968259444,44.943494639235,0.014660606949127694,-0.008594757198109275,-0.08494744496595506
BLNK,Energy,RED,3,0.43513492737567916,-0.4698926404232148,-0.052017768858659434,1.0383401661682914,-0.9458835198787713,54.155495978552274,-0.08611308256446654,0.09650865739426642,-0.09637426900584789
AMC,Consumer Discretionary,RED,3,0.35609989998783054,-0.345661450924609,0.15864160803810054,0.1864344324203539,-0.6548667316459789,38.00706309057935,0.009845192829983628,-0.06541410079175568,-0.1161754219158546
AMD,Technology,RED,3,0.3887232320642414,-0.4074815308971414,-0.07428597817950972,0.5687201136166281,-1.0681031738222866,48.8150167785235,0.04282950063258164,-0.08713355048859935,0.005417234699002622
CRM,Technology,RED,2,0.29985456218489653,-0.3341098330659917,0.0013826309822799004,-0.7798617847541057,-0.7314677707492743,47.13135333575546,0.05426611346177537,-0.044700028215296866,-0.03866755967498104
NOW,Technology,RED,2,0.3831405482379311,-0.35852192927874277,-0.26428300730096804,0.2992804423212631,-0.08283054072897204,45.76400549534422,-0.00037393162393164824,-0.03420761981440765,-0.010166515032901014
GME,Consumer Discretionary,RED,2,0.44463854372995043,-0.21207151057897305,-0.08454602787518892,-0.05684802706894277,1.4993204906536077,71.0836007947425,-0.022816593886462764,0.3809009564949092,0.43514510181176863
ETSY,Consumer Discretionary,RED,2,0.44998902762511533,-0.3134337000579039,0.042199128891799685,0.3560959312940461,1.4900314932422543,36.6038947143163,-0.009832841691248794,-0.22364278830709927,-0.03513254551261571
TSLA,Consumer Discretionary,RED,2,0.34378356264583587,-0.36313617606602444,0.10722254956315151,0.43838750115147035,-0.712727273016836,55.30441865200571,0.14179001244985473,0.02661691542288558,-0.1244298292139598
FUBO,Technology,RED,2,0.350518601407461,-0.3101968390211693,-0.21769197723280626,0.045713512844079825,0.003807581642821409,39.60079840319361,0.0763996111397037,-0.08323592441067604,-0.09408990278178848
