symbol,sector,risk_rating,risk_score,volatility,max_drawdown,volume_decline,beta,sharpe_ratio,rsi,price_change_1m,price_change_3m,price_change_6m
SPCE,Industrial,RED,4,0.4562725238884809,-0.4913858819942064,0.12955202095245907,0.6337437711724058,-0.21543682512038126,23.718360529358876,-0.10630090012858967,-0.29099719459321594,-0.47604837443065806
SNAP,Technology,RED,3,0.44185757910868345,-0.42742582197273477,-0.03576438115282654,0.7997716041332169,-0.5621721390792633,29.18215613382897,-0.060459492140266025,-0.2047082906857728,-0.09016393442622947
BLNK,Energy,RED,3,0.44859997410329555,-0.3787408900604742,-0.08120790165221857,0.48081650141739746,-0.292082951169491,41.28931227978599,-0.12075804319083298,-0.21214753968880815,0.057569974554707457
SBUX,Consumer Discretionary,RED,2,0.35571083936579445,-0.31308723774570757,-0.0009109330147774358,-1.074151180497938,-0.2351248485708843,41.43937483682517,0.025302794100011985,-0.0883743742569718,0.03435510681077467
SHOP,Technology,RED,2,0.6052438428247566,-0.4009349435138293,0.04130615596568471,0.5240101688739139,0.9667596134371276,64.19863459037711,0.1551515151515151,0.302017198424817,0.668142504118616
RIVN,Consumer Discretionary,RED,2,0.5129158373999941,-0.5662200062324715,0.1816894630311477,-0.8343590682909933,-0.4645913090517475,44.86742704784476,-0.08759402075597451,0.023278163374265803,-0.43269003078380297
AMC,Consumer Discretionary,RED,2,0.5468090015855357,-0.6372512027167249,-0.049739164803077995,-0.29442528948774677,-0.3457223027785893,33.90300230946883,0.4286828760889351,-0.1977219626168225,-0.3042487177863611
NVDA,Technology,RED,2,0.38013273531400427,-0.2922778675282714,0.001854567580891824,-0.005604437604271194,0.3767880426290099,35.99169878446487,0.0023622047244093516,-0.0678545277031975,0.11170948257040969
CRM,Technology,YELLOW,2,0.29985456218489653,-0.3341098330659917,0.0013826309822799004,-0.7850391826432911,-0.7314677707492743,47.13135333575546,0.05426611346177537,-0.044700028215296866,-0.03866755967498104
BA,Industrial,RED,2,0.4085496805632758,-0.2593536492788201,-0.011669075390925099,-0.47114272080888525,1.2979731884076138,41.92731416993795,-0.021106390671608008,-0.07066849738264824,0.21713964596796861
GME,Consumer Discretionary,RED,2,0.5745529568732054,-0.29634052117721427,0.15870839743114448,-1.2000210813396142,0.5056924409318425,59.31085648338967,-0.08254867256637166,0.29357157117189053,-0.001771683869973731
AAPL,Technology,YELLOW,1,0.33320014816161153,-0.2621509864799709,-0.2186210596201544,0.18431014015583863,0.561577971581701,70.67777224568525,0.011704376419008771,0.209770848009811,0.23788695642178104
PG,Consumer Staples,YELLOW,1,0.16931295322343037,-0.148717161291056,-0.024608350688936725,0.09111089173375497,-0.5880338505707972,46.00770925110132,-0.001967213114754173,-0.03853442830069503,-0.0483354311221826
SQ,Financial Services,YELLOW,1,0.2197601505979589,-0.20599097250718082,0.1536543948836924,0.3193557275634919,-0.43483897130103777,63.275769023205626,0.011348412010402806,0.03558747579083288,0.05621399176954743
TSLA,Consumer Discretionary,RED,1,0.45232085014877194,-0.190752527143392,0.14224679646074717,-0.009983716619261888,1.831150682637929,51.02652480143863,-0.04241225051617337,0.04821546284960924,0.11611350646746213
UBER,Technology,RED,1,0.36542181662733236,-0.18635104507680658,-0.2215601660834936,-0.5036023937128391,0.7964427625368024,52.34239444765759,-0.06338242762823777,0.010077774126410203,0.18598070739549832
MSFT,Technology,GREEN,0,0.22272208296747015,-0.19387012559592842,-0.1588833674480346,-0.21248361300592397,1.1374356236647378,56.05490798070673,0.017753098971571547,0.014963368584920124,0.33304036868474235
V,Financial Services,GREEN,0,0.21190948284588698,-0.13669341988199538,-0.10939326464697863,-0.1887980413937851,0.5855999260521485,48.21890236496452,0.02368319649050007,-0.031018572424599926,0.03391787094827305
JNJ,Healthcare,GREEN,0,0.16405216471486453,-0.09376319864845822,-0.023053048465698847,0.2966765159434153,1.6283246971916419,89.00099434147937,0.07361860775694168,0.15484942185702466,0.26801569410945136
XOM,Energy,GREEN,0,0.24512658370276189,-0.14532194738245785,-0.1869974924562744,0.5498123609695877,-0.007862761001059572,60.39228324464253,-0.021412728203378306,0.048699479169999706,0.07609898872399103
WMT,Consumer Staples,GREEN,0,0.25803621512098707,-0.19821851730980208,-0.1226448896968396,0.36628853185054894,1.0820257709496222,69.38022564722473,0.03858084528887169,0.10179295876760434,0.13211414973620278
