symbol,sector,risk_rating,risk_score,volatility,max_drawdown,volume_decline,beta,sharpe_ratio,rsi,price_change_1m,price_change_3m,price_change_6m
QUBT,Technology,RED,4,1.2946423960478013,-0.3552154651631091,-0.022958515791750064,1.0,-1.4454014752034212,42.965260663059595,-0.24906191369605998,0.0,0.0
EVGO,Energy,YELLOW,2,0.6668662071677063,-0.16006245182711115,0.013875409858098918,1.0,-0.8778431873231457,32.575618698441815,-0.06124454148471615,0.0,0.0
SERV,Technology,RED,2,1.562034523959158,-0.2118845803021204,0.013500351703143315,1.0,0.8606469697333464,56.00056847490814,0.07593014426727411,0.0,0.0
TDUP,Consumer Discretionary,YELLOW,2,0.5850748370865334,-0.11938775510204125,-0.03623584683699541,1.0,-2.0644763826617285,50.77337811560898,-0.08469387755102041,0.0,0.0
AEVA,Technology,RED,2,1.0146704184678546,-0.20596355604638303,0.005644265392711103,1.0,-0.4547182115751634,57.50728862973762,-0.060739922694643726,0.0,0.0
IKT,Healthcare,YELLOW,2,0.7338008838612012,-0.13953488372092995,0.005420155825096069,1.0,-0.6577574612740394,47.88732394366196,-0.024691358024691377,0.0,0.0
OKLO,Energy,RED,2,1.1928049875990092,-0.23017732742241942,-0.032905256740510126,1.0,0.6122071962689432,59.206565685725295,-0.016606853845612647,0.0,0.0
JPM,Financial Services,GREEN,1,0.23631788553014654,-0.055668388225289044,-0.01397636245337624,1.0,-2.177932369313168,39.6577608378831,-0.044949235316797356,0.0,0.0
META,Technology,GREEN,1,0.23483445627360475,-0.07229929646919603,0.0036124163511838895,1.0,-2.349655266770247,54.91333581973485,-0.031997777748382986,0.0,0.0
USAS,Materials,GREEN,1,0.831762918113351,-0.1771894093686354,0.030967729758376035,1.0,4.103679898801735,53.76344086021505,0.2744479495268139,0.0,0.0
TSM,Technology,GREEN,1,0.44864610864633964,-0.06709436154566814,-0.024345293540794108,1.0,2.1764844867975257,52.560994757380456,0.039618307121399673,0.0,0.0
AMZN,Consumer Discretionary,GREEN,1,0.2731280935812516,-0.06260145778499454,-0.02562756309420891,1.0,-1.5214468263541787,48.813028768842415,-0.006772009029345372,0.0,0.0
ATRO,Industrial,GREEN,1,0.48787189009638277,-0.0806223479490806,0.021974930373794048,1.0,4.193711305141201,57.852875319686305,0.1622703721149317,0.0,0.0
NVDA,Technology,GREEN,0,0.3144801797722963,-0.06316647295642576,-0.03019775007265716,1.0,-0.2910298179711489,42.62722788525114,0.015735641227380078,0.0,0.0
MSFT,Technology,GREEN,0,0.13382685104575495,-0.03210017074558904,-0.015121057847394164,1.0,0.1243987442144555,46.61288865758567,0.012844396509461734,0.0,0.0
AAPL,Technology,GREEN,0,0.23464954983566091,-0.04975798644724108,-0.06504939977893166,1.0,1.1865100746246493,58.155204460966566,0.03190526771312803,0.0,0.0
GOOGL,Technology,GREEN,0,0.22131911735037874,-0.06481297846178251,-0.002865250666294008,1.0,0.489946407274865,62.207585736997515,0.013049859188449454,0.0,0.0
IBM,Technology,GREEN,0,0.2908228482014149,-0.0641008220667167,-0.003969279737510145,1.0,1.6482518922092617,45.590414650500335,0.03674877932376369,0.0,0.0
JNJ,Healthcare,GREEN,0,0.10487526874964113,-0.007749935417204739,0.002405588846981381,1.0,10.234178016863284,72.31937311847003,0.09032587714318172,0.0,0.0
CTRX,Healthcare,GREEN,0,0.22390020965278765,-0.18344939271255087,-0.06603407699842452,-0.10946884779362112,-0.042395569608895255,61.56405990016643,0.00877491327120618,0.0753779775932708,0.03280172713977302
